,Project Name,City,Local,Project Type,Bid Type,Design Type,Estimator,DEPT, Base Bid ,Bid Status
89,Bank of California Phase 2,Santa Ana, 441 OC , TI , Select Bid List , Engineered , Frank , Est. ,633861,Lost
90,2nd Floor Cooridor-State College Blvd,Anaheim, 441 OC , TI , Select Bid List , Engineered , Brian , Est. ,12534,Lost
91,Bixby Jeronimo,Irvine, 441 OC , TI , Select Bid List , Engineered , Steve  , Est. ,1478965,Lost
92,AT&T conduit for data Center,Cerritos, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,4298,Lost
93,"5000 Birch Street, Suite 120",Newport Beach, 441 OC , TI , Negotiated , Design/Build , Frank , Est. ,48907,Awarded
94,Florida Dept of Revenue new circuit and outlet,Orange, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1998,Lost
96,Bixby IR Repairs,Seal Beach, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,4570,Lost
97,TWC AC circuit add,Santa Ana, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1972,Awarded
98,Experian,Costa Mesa, 441 OC , TI , Budget , Engineered , Brian , Est. ,1826048,Awarded
99,Blizzard B3 GNOC Metering,Irvine, 441 OC , TI , Select Bid List , Design/Build , Frank , Est. ,6000,Awarded
100,EMC2--Pivitol Office new hand dryers,Santa Monica, 11 LA , TI , Select Bid List , Design/Build , Doyle , S.P. ,3394,Awarded
101,Blizzard Furniture restack for Datacom,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,9300,Awarded
102,NHHS Batting Cages,Newport Beach, 441 OC , Specialty , Negotiated , Design/Build , Frank , Est. ,5072,Awarded
103,Imuraya Freezer Installation,Irvine, 441 OC , TI , Budget , Design/ Assist , Doyle , S.P. ,35000,Awarded
104,HHCI Bldg B Level 2 Lab,Irvine, 441 OC , TI , Select Bid List , Engineered , Steve  , Est. ,55984,Lost
105,Starbucks feeder and connection Los Olivos,Irvine, 441 OC , TI , Select Bid List , Engineered , Doyle , S.P. ,2600,Lost
106,OCC copy room power relocation,Costa Mesa, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,19719,Lost
107,Hines_Intersect,Irvine, 441 OC , TI , Select Bid List , Engineered , Brian , Est. ,777262,Lost
108,Anaheim Corp plaza new heat strip circuits,Anaheim, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,2700,Lost
109,Hoag Newport Basement UPS replacement,Newport Beach, 441 OC , Hospital , Select Bid List , Design/Build , Doyle , S.P. ,234000,Lost
111,Hotel Irvine Heat Lamp Installation,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,8997,Awarded
112,9701 Wilshire Beverly Hills - SP#2 Modified Break Rm,Beverly Hills, 11 LA , TI , Select Bid List , Design/Build , Steve  , Est. ,9676,Lost
113,"BNY Mellon, 4th & 5th Floor",Los Angeles, 11 LA , TI , Select Bid List , Engineered , Steve  , Est. ,102529,Lost
114,King Compounding Pharmacy Center,Irvine, 441 OC , TI , Competitive , Engineered , Brian , Est. ,37005,Lost
115,Time Warner IT rack Brea,Brea, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1978,Lost
116,PacLife Newport 2 inch conduit installation,Newport Beach, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1017,Awarded
117,Carrington Mortgage New Data conduit and outlets for Level 3,Anaheim, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,9000,Awarded
118,Bbraun new VFD and roof top pumps,Irvine, 441 OC , Comercial , Select Bid List , Design/Build , Doyle , S.P. ,49622,Lost
119,Youngs Market 10 new car chargers,Tustin, 441 OC , Site , Select Bid List , Design/ Assist , Doyle , S.P. ,39900,Lost
120,Kickboxing  Oceanside TI,Oceanside, 441 OC , TI , Select Bid List , Design/ Assist , Doyle , S.P. ,84330,Lost
121,Concordia CUI,Irvine, 441 OC , Specialty , Budget , Design/ Assist , Brian , Est. ,4348169,Lost
122,Cylance add outlets and rack feeds,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1918,Awarded
123,OCC Consession trailer power connection,Costa Mesa, 441 OC , Comercial , Select Bid List , Design/Build , Doyle , S.P. ,1500,Awarded
124,Hoag Newport GI Lab HLD,Newport Beach, 441 OC , Hospital , Select Bid List , Engineered , Steve  , Est. ,7006,Awarded
125,"ASM Restack 4, Area A, 216 Open Area",Anaheim, 441 OC , TI , Negotiated , Design/Build , Frank , Est. ,16004,Awarded
126,Chevron Warehouse,ElSegundo, 11 LA , Fire Alarm , Select Bid List , Engineered , Ron , P.M. ,30500,Lost
127,Lido Suite 521 new 208 volt outlet,Newport Beach, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1185,Awarded
129,PIMCO 7th floor IDF four new outlets,Newport Beach, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,2986,Awarded
130,Bbraun QA Cubicles Power,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,3800,Awarded
131,Hoag Donor RecognitionLibrary Remodel,Newport Beach, 441 OC , Hospital , Select Bid List , Engineered , Bill  , P.M. ,29465,Awarded
132,TWC 60 amp heater circuits,Garden Grove, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,7347,Awarded
133,Newport Lido New subpanel suite 533 Building 361,Newport Beach, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,10000,Lost
134,St Pauls Church Classroom lighting retrofit,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,67500,Lost
135,C3 Technology copier outlet relocation,Aliso Viejo, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,898,Awarded
136,Newport High Batting Cage lights,Newport Beach, 441 OC , Site , Select Bid List , Design/Build , Doyle , S.P. ,1580,Lost
137,Hoag MRI alarm wiring,Irvine, 441 OC , Hospital , Select Bid List , Engineered , Doyle , S.P. ,4888,Awarded
138,First American 8 new whips,Santa Ana, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,5200,Lost
139,Charles Drew University College Of Medicine,Los Angeles, 441 OC , Specialty , Select Bid List , Design/Build , Brian , Est. ,37901,Lost
140,Blizzard B11 & B12 Audit,Irvine, 441 OC , TI , Negotiated , Design/ Assist , Frank , Est. ,5364,Awarded
141,Bio-Rad IDF Room 2,Irvine, 441 OC , TI , Select Bid List , Design/Build , Brian , Est. ,32391,Lost
142,Blizzard B3 GNOC ,Irvine, 441 OC , TI , Select Bid List , Engineered , Steve  , Est. ,109160,Lost
143,KYA Warehouse new circuits,Tustin, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,9279,Lost
145,PIH Health - New 3 Story MOB & TI,Santa Fa Springs, 11 LA , Shell , Select Bid List , Engineered , Steve  , Est. ,1522132,Lost
146,Hyperloop,Los Angeles, 441 OC , TI , Select Bid List , Design/Build , Brian , Est. ,6170,Awarded
147,Bbraun controls and gauges for 4 stills,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,4482,Lost
148,The Block-GNC,Los Angeles, 441 OC , TI , Select Bid List , Engineered , Brian , Est. ,70170,Lost
149,Hoag Shady Creek Spec Suite B2,Irvine, 441 OC , TI , Select Bid List , Engineered , Frank , Est. ,35280,Lost
150,Cylance add outlet in IT area,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,400,Awarded
151,Paclife Facilities test pilot,Newport Beach, 441 OC , TI , Budget , Design/Build , Doyle , S.P. ,24317,Lost
152,John Hancock-Suite 120,Newport Beach, 441 OC , TI , Negotiated , Engineered , Brian , Est. ,152270,Awarded
153,John Hancock-Blgd eng office and storage rooms,Newport Beach, 441 OC , TI , Negotiated , Engineered , Brian , Est. ,24984,Lost
154,OCC Trailer lights and outlets,Costa Mesa, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,2963,Awarded
155,Direct TV LADF Phase 2,Bakersfield, 477 SB , Specialty , Select Bid List , Engineered , Jeff P. , Est. ,5202696,Lost
156,Epson Carson Repair warehouse lighting,Carson, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,2900,Lost
157,Telepacific power and lighting LA site,Los Angeles, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,4980,Awarded
159,TWC Ontario new cubical power,Ontario, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,2434,Awarded
160,Mazda new circuit for equipement,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,3686,Awarded
161,Telepacific new power for L6-30 outlets,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1867,Awarded
162,Pimco 14th floor room 14-110 split,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,5418,Awarded
163,The Rinks  Great Park Ice Rinks,Irvine, 441 OC , Specialty , Select Bid List , Engineered , Jeff P. , Est. ,7173808,Awarded
165,Bbraun Training area remodel,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,6580,Awarded
166,Bbraun ASC 4 area to Enviromental Lab conversion,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,22000,Awarded
167,AAA Outlet feed re-route and add one outlet,Los Angeles, 11 LA , TI , Budget , Design/Build , Doyle , S.P. ,2874,Lost
168,Long Beach Wheel LED Retrofit,Long Beach, 11 LA , Specialty , Competitive , Design/Build , Steve  , Est. ,146285,Awarded
169,Lakeshore Towers Parking Structure,Irvine, 441 OC , Parking Structure , Competitive , Engineered , Brian , Est. ,1614849,Awarded
170,The Village at Tustin Legacy,Tustin, 441 OC , Comercial , Select Bid List , Engineered , Steve  , Est. ,1626563,Lost
172,Hoag Coastal Cardology Suite ,Irvine, 441 OC , TI , Negotiated , Engineered , Frank , Est. ,41430,Awarded
173,AT&T Cerritos Emon meter install,Cerritos, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,13122,Lost
174,Epson Carson new charger power connection,Carson, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,3492,Lost
175,Time Warner Lighting reto and exit signs,Los Angeles, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,4945,Awarded
177,Jon Simon fire damage,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,4000,Awarded
178,Jon Simon Flip remodel,Irvine, 441 OC , TI , Select Bid List , Design/ Assist , Doyle , S.P. ,24050,Lost
179,OCWR Interconnect Project,Silverada, 441 OC , Specialty , Select Bid List , Engineered , Brian , Est. ,105896,Lost
180,Fountain Valley Regional Blue Pillar work,Fountain Valley , 441 OC , Hospital , Select Bid List , Design/ Assist , Doyle , S.P. ,8672,Lost
181,Bbraun outdoor patio lunch area renovation,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,9212,Awarded
182,Technicolor add work stations,Ontario, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1440,Awarded
184,OCC Install customer furnished fixtures in classrooms,Costa Mesa, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,6992,Awarded
185,Pacific Life,Aliso Viejo, 441 OC , TI , Select Bid List , Engineered , Brian , Est. ,20644,Awarded
186,CBRE Landscape Palm  tree Lighitng,Anaheim, 441 OC , Site , Select Bid List , Engineered , Doyle , S.P. ,39870,Lost
187,First American Arc Flash and Panel trace ,Santa Ana, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,37050,Lost
188,TWC Office Restack,Cypress, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,4070,Awarded
189,First American office outlet,Santa Ana, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,650,Awarded
192,OCC Vending Machine circuit,Costa Mesa, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1997,Awarded
194,Hoag Irvine Door opener power,Irvine, 441 OC , Hospital , Select Bid List , Design/Build , Doyle , S.P. ,4700,Lost
195,Blizzard B11 BONS,Irvine, 441 OC , TI , Select Bid List , Engineered , Frank , Est. ,221221,Awarded
196,Cylance added workstation building next door,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1940,Lost
197,Carrington Enterprise add 4 outlets,Aliso Viejo, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1850,Awarded
198,Pacific Arts PS Seismic Upgrade,Costa Mesa, 441 OC , Specialty , Negotiated , Design/Build , Frank , Est. ,55981,Lost
199,Blizzard B3 Café,Irvine, 441 OC , TI , Budget , Design/ Assist , Frank , Est. ,368357,Lost
200,PIPE Local 582 2nd Floor improvements,Orange, 441 OC , TI , Negotiated , Design/Build , Frank , Est. ,7979,Lost
201,SpaceX load studies 4 locations,Hawthorne, 11 LA , Specialty , Select Bid List , Design/Build , Doyle , S.P. ,4400,Awarded
202,Blizzard Bld 3 battle.net restack,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1800,Awarded
203,Spartan Avionics lower wall switch for ADA,Inglewood, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,12600,Lost
204,Walnut Village Center,Irvine, 441 OC , Site , Select Bid List , Engineered , Steve  , Est. ,137483,Awarded
205,Rising Sun Sushi front wall fixture,Oceanside, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,870,Lost
207,Blizzard 5J LATAM,Irvine, 441 OC , TI , Select Bid List , Engineered , Frank , Est. ,173862,Lost
208,Irvine Oaks Parking Structure,Irvine, 441 OC , Parking Structure , Select Bid List , Engineered , Steve  , Est. ,165907,Awarded
210,RSM TI Modify,Irvine, 441 OC , TI , Select Bid List , Design/ Assist , Doyle , S.P. ,29500,Lost
211,Teachers Credit Union Outside Lighting,Santa Fe Springs, 441 OC , TI , Select Bid List , Design/ Assist , Doyle , S.P. ,19225,Lost
212,TWC Outside wall pack replacment,Los Angeles, 441 OC , TI , Select Bid List , Design/ Assist , Doyle , S.P. ,3650,Lost
213,Newport Orthopedic & Capital Restrooms,Newport Beach, 441 OC , TI , Competitive , Engineered , Brian , Est. ,157052,Lost
214,First American Bld 2 add oultet in 2.1018P,Santa Ana, 441 OC , TI , Select Bid List , Design/ Assist , Doyle , S.P. ,420,Lost
215,HHI Cooling Tower Filltration,Irvine, 441 OC , Hospital , Select Bid List , Engineered , Bill  , P.M. ,9637,Lost
216,WFSI Relocation ,Los Angeles, 11 LA , TI , Competitive , Design/Build , Steve  , Est. ,80964,Lost
217,Youngs Market upstairs copier outlet/circuits,Tustin, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,2862,Awarded
218,First American Short Circuit Study site validation,Santa Ana, 441 OC , Specialty , Select Bid List , Design/ Assist , Doyle , S.P. ,7650,Lost
219,"5000 Birch Street, Central Plant Feeders",Newport Beach, 441 OC , TI , Negotiated , Design/Build , Frank , Est. ,199770,Lost
220,Paclife new 4th floor outlet and data stub,Newport Beach, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,720,Lost
221,Vans HQ,Costa Mesa, 441 OC , TI , Budget , Engineered , Jeff P. , Est. ,4891670,Lost
222,UC Path Fiirst Floor,Riverside, 440 RS , TI , Negotiated , Design/Build , Frank , Est. ,897878,Awarded
223,Blizzard B13 Battlenet,Irvine, 441 OC , TI , Select Bid List , Engineered , Steve  , Est. ,959586,Lost
234,Burnt Crumbs Los Olivos,Irvine, 441 OC , TI , Select Bid List , Engineered , Steve  , Est. ,114268,Lost
241,Polish Perfect - Irvine,Irvine, 441 OC , TI , Select Bid List , Engineered , Frank , Est. ,45418,Lost
242,Central Park Village MOB,Brea, 441 OC , Shell , Select Bid List , Engineered , Steve  , Est. ,622748,Lost
243,Bamc of Califoinia Phase 3,Irvine, 441 OC , TI , Select Bid List , Engineered , Frank , P.M. ,1167207,Lost
248,SpaceX HT21 Pressure Test Cell Phase 1,Hawthorne, 11 LA , TI , Competitive , Engineered , Frank , Est. ,44175,Lost
249,SpaceX Cerise - 1st Floor Renovation,Hawthorne, 11 LA , TI , Competitive , Design/Build , Frank , Est. ,153906,Lost
250,Atrium 19100 & 19200 Von Karman,Irvine, 441 OC , Parking Structure , Budget , Design/Build , Frank , Est. ,381960,Lost
253,Providence Breeze AACC Parking Structure,Torrance, 11 LA , Parking Structure , Select Bid List , Design/Build , Frank , Est. ,383289,Awarded
264,SpaceX -  Avionics Test Lab Upgrade,Hathorne, 11 LA , Specialty , Select Bid List , Engineered , Steve  , Est. ,364265,Lost
266,Epson Carson Sign Power,Carson, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,3680,Awarded
270,Blizzard Specialty Drink Opition ,Irvine, 441 OC , TI , Budget , Design/Build , Frank , Est. ,18531,Lost
273,Rose Trellis hang new chandelier,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,800,Lost
274,AT&T Cerritos relocate outlets in phone room,Cerritos, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,600,Lost
275,Anton Aesthetics new outlet,Newport Beach, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1200,Lost
277,HHI CCU Airborne Infection Isolation Room,Irvine, 441 OC , Hospital , Select Bid List , Engineered , Frank , Est. ,11646,Lost
278,TWC exterior lighting upgrade,Covina, 441 OC , Site , Select Bid List , Design/Build , Doyle , S.P. ,4697,Lost
279,TWC Asssit engineer with as built drawings,Ontario, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,8900,Awarded
280,Thales warehouse workstation renovation,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,8300,Awarded
282,John Lin Car charger outlet and meter,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,780,Lost
283,Blizzard B5 QA- Gnomes,Irvine, 441 OC , Site , Select Bid List , Design/Build , Jeff S , Est. ,18860,Lost
287,Bbraun - Mixing Tank Replacement,Irvine, 441 OC , Industrial , Select Bid List , Engineered , Steve  , Est. ,58651,Lost
288,Venice Bakery LED lighting retrofit,Torrance, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,67880,Lost
291,Bbraun Wintriss QA system installation,Irvine, 441 OC , Industrial , Select Bid List , Design/ Assist , Doyle , S.P. ,11720,Awarded
292,HHNB Valve Center Relocation,Newport Beach, 441 OC , Hospital , Select Bid List , Engineered , Bill  , P.M. ,117136,Awarded
293,Teamsters add roof top lighting,Orange, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,2996,Awarded
294,Chapman Replace outlets in dorm rooms,Orange, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,7080,Awarded
295,Chapman permit for remote fuel fill at Hashinger,Orange, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,2900,Awarded
296,Bbraun feeder for Die Cart,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,33239,Awarded
297,Bbraun boiler house control wires for MCC,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,2196,Lost
298,Bbraun Centra machine to dryers conduit/wiring,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,6746,Lost
300,Imuraya add 2 production motors,Irvine, 441 OC , Industrial , Select Bid List , Design/Build , Doyle , S.P. ,8260,Awarded
302,AAA Yorba Linda lighting override,Yorba Linda, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,2085,Awarded
304,AAA Long Beach retrofit recessed cans,Long Beach, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1980,Lost
305,SpaceX - HT-01 3rd Level TI Lighting,Torrance, 11 LA , TI , Select Bid List , Engineered , Steve  , Est. ,568344,Lost
308,Arena Corp Park car chargers and tree lights,Anaheim, 441 OC , Site , Select Bid List , Design/Build , Doyle , S.P. ,122250,Lost
309,Bbraun T14 and sub panel replacement,Irvine, 441 OC , Industrial , Select Bid List , Design/Build , Doyle , S.P. ,14356,Lost
